gene,WT-1_S1,WT-2_S2,WT-3_S3,WT-AC-1_S4,WT-AC-2_S5,WT-AC-3_S6
Apbb1ip,19880.83,17391,23822,15551.83,16731.17,17094.83
Apbb2,13,14,24.5,11.5,28,34.5
Apbb3,468.5,531,909,3796,11739.5,3771.5
Apc,3197.33,2979.5,3953.5,3278,3487.5,4136.5
Apc2,24,13.5,8,10.5,25.5,25.5
Apcdd1,1185,1152,1528,721,399,664
Apcs,0,0,0,0,0,0
Apeh,4090,3097,4374,2896,2769,2951
Apela,0,0,1,2,0,0
Apex1,2543,1663,2316,1417.5,1423,1392.5
Apex2,460.5,400.5,556.5,337,456.5,472.5
Aph1a,3465.5,2667.5,3830,2959,2730,2359
Aph1b,1213,1091,1698.5,1331.5,2142.5,822.5
Aph1c,641,833,1202,1605,1806.5,1732
Api5,11724,9170,13872,10310.5,12005,9583
Apip,1196,1093,1157,930.5,969.5,1091
Aplf,501.5,423.5,473.5,293,255.5,408.5
Apln,22,29,42,19,11,24
Aplnr,9,15,16,23,8,3
Aplp1,111,74,101,101,87.5,119
Aplp2,47884.5,42577.5,55063,49221,47574.5,48000
Apmap,3385,2442,3145,2631,2451,2499
Apoa1,1,1,1,0,2,1
Apoa2,294,216,293,159.5,192,183.5
Apoa4,0,0,0,0,0,0
Apoa5,0,0,1,1,0,0
Apob,1,0,0,0,2,1
Apobec1,12907.5,12187,18391.5,14309,18633.5,20766.5
Apobec2,66.5,26.5,17.5,19,38.5,14
Apobec3,6114.5,4269.5,5570,4860.5,8178.5,7407.5
Apobec4,0,0,0,0.33,0,0
Apobr,14875,12195,14997.5,9676,10429,11386.5
Apoc1,387,763,346,338,268,830
Apoc2,2150.33,2025,2923.5,2772.83,2237.5,1656.5
Apoc2l,2183.33,2087,2955.5,2831.83,2271,1700
Apoc3,1,0,0,0,1,0
Apoc4,33,62,32,59,33.5,43.5
Apod,8,9,2,7.5,4,4
Apoe,441224.67,701791.33,443458,632988.5,414118.17,607273.67
Apof,91,114,106.67,92,107.5,123
Apoh,10.5,10,5,7,11,12
Apol10a,0,0,0,0,0,0
Apol10b,7,2,3,6,0,5
Apol11a,0,0,0,0,0,0
Apol11b,0,0,1,0,1,1
Apol6,0,0,0,0.33,0,1
Apol7a,1,1,0,1,1,0
Apol7b,0.83,1,2,1.25,2.5,4.5
Apol7c,2,0,2,2,0,2
Apol7d,13.5,14.5,29,18.5,34.5,25.5
Apol7e,9.33,1.5,4.5,2.25,4.5,3
Apol8,1,0,1,2,7,1
Apol9a,1,0,2,3,1,5
Apol9b,8,7,4.5,6,4,9
Apold1,6.5,15,15.83,71.83,81.5,19
Apom,14,6,5.5,8.5,14,14
Apon,14.5,6,15.5,4.5,2,5
Apoo,53,36,51,34,82,87
Apoo-ps,2,2,1,3,3,3
Apool,852,627,840,640,685,532
App,127087.5,106470,161917.5,133962.5,130664,139555
Appbp2,1774.5,1482.5,2512,2359,2649.83,2605.5
Appbp2os,68,58,102,53,68,53.5
Appl1,3069.5,2798,3973.83,3179,5316.5,4343.5
Appl2,3809,3781,6524,3869,4467,6505
Aprt,5526,3353,6945.5,4137,4481,3201
Aptx,1013,858.5,1131,860.5,997,941
Aqp1,53,26,250,23,34,13
Aqp11,16,10,12,11,13,22
Aqp12,1,2,3,2,9,3
Aqp2,0,0,0,0,0,0
Aqp3,35,14,15,10,8,6
Aqp4,0,0,0,0.5,0.5,0
Aqp5,0,0,0.5,0.5,0,0
Aqp6,0,0.5,0,0,0,0
Aqp7,3.5,3,2,1,3,3
Aqp8,7,5,6,7,3,14
Aqp9,2348,2794,2286.5,2343.5,2268.5,5984.5
Aqr,4297.5,3340,4931,3314.5,3727.5,4026
Ar,8,7,5,4,8,13
Araf,4031.5,3440,5349.5,4009,5655.5,5360
Arap1,28013.83,22425,35075,22621.5,33454,26849
Arap2,331,221,445,383,691,416
Arap3,1033,835,2169,1107,1643.5,839
Arb2a,2265.5,2071,2692.5,2351,2759.5,2730.5
Arc,37.5,33,31,51,38,43
Arcn1,11234,8633.5,12126.5,12072.5,14392.5,11980
Areg,9,4,8,696,4523,162
Arel1,3443,2878,4303,3104,3118,3131
Arf1,29874,22879,29261.5,28132,29984.5,25464.5
Arf2,8436,6038,9751,22758,20944,22743.5
Arf3,21988.5,17797,22231.5,20555,18563.5,18498
Arf4,11612,9646,10549,16089,18774,16318
Arf5,15961,12915.75,13798,14338.5,13621.5,11653
Arf6,26401.5,19015,26010,26940.5,32199.5,23911.5
Arfgap1,3067.5,2383,3244,2535,3065,3260.5
Arfgap2,3001,2359,3377,2750,3225,3228.83
Arfgap3,1584.5,1214.5,1596,2047,3544,2825
Arfgef1,5681,5110,6745.5,5679,7076,6735
Arfgef2,3343,2707.5,4152.5,2893.5,3821,4509.5
Arfgef3,4,1,6,4,3,2.5
Arfip1,3366.5,2866.5,3200.5,2692.5,2395,2475.5
Arfip2,1327,1041.5,1661.5,1107.5,1635.5,1711.5
Arfrp1,2178.5,1787,2551,2067.5,2824.5,2569
Arg1,46298.5,11357,68547.67,29164,28728.83,23782.33
Arg2,71.5,52.5,115,466.5,2150,534
Arglu1,3769,2958.5,5314,3981,5770.83,4945
Arhgap1,7927.5,6273,10243.5,6731,6505,6967.5
Arhgap10,1096,959,1401.5,1103,1164.5,1120.5
Arhgap11a,4733,4199,5442,2460,2437,3676
Arhgap12,4042.5,4849,4924,3726,2800.5,5573
Arhgap15,3784.83,3905,3771,4614,5188,4667
Arhgap15os,155.33,196,189,237.5,225,225
Arhgap17,6319,5903,8869,6160,7970,6690
Arhgap18,3263,2839,4215,3942,3074,3483
Arhgap19,1557,1470,1748,1190.33,967,1321
Arhgap20,2.5,3.5,0.33,3.5,3,3.67
Arhgap20os,0.5,0.5,0.33,1.5,0,1
Arhgap21,2807,2406.5,3166.5,2527.5,3101,2990.83
Arhgap22,110,119,349.5,194.5,468,190
Arhgap23,7555.5,6034.58,9499.83,4680.83,7335.5,6676
Arhgap24,818,585,948,839.5,1120,1114.5
Arhgap25,3895,3684,4780,5398,2773,3974
Arhgap26,6387.17,5995.83,9483,4899.17,6357.17,4209.33
Arhgap27,1584.5,1212,1977.5,1082.5,1145,882
Arhgap27os3,124.5,76,85.5,70.5,102,58
Arhgap28,40,36,78,64,148,99
Arhgap29,2108,2133,1830,1132,785,2290
Arhgap30,22810.5,18878,27243.5,13636,12719,14361
Arhgap31,5184.5,4432.83,8945.5,7454,11877,7909
Arhgap32,133.33,127.5,130,103.67,115,191.5
Arhgap33,393,313.5,470,227,220.5,493.5
Arhgap33os,0,0.5,0.5,1.5,0,0.5
Arhgap35,1219.5,1330.83,1234,1028.83,914,1670.33
Arhgap36,2,2,1,2,0,3
Arhgap39,3919.5,4194,4476,3998,2379,3306.5
Arhgap4,12937.5,9964,19470.5,11580,13312,10662.5
Arhgap40,0,2,3,2,1,0
Arhgap42,2,3,3,8,3.5,4
Arhgap44,20.5,9,15,8.5,9.5,8.5
Arhgap45,36555.33,35025,57727,27030.5,25421.5,31499.5
Arhgap5,726,724,763,631,713,952
Arhgap6,568.5,723,702.5,577,492,933.5
Arhgap8,0,3,4.5,1,1,2
Arhgap9,9570,8605,11481.5,7581,5302,5534.5
Arhgdia,61326,43137,64199,57366.5,58973.5,51767.5
Arhgdib,45837,38620,45909.5,38299.5,34740,36227.5
Arhgdig,0,1,0,0,2,0
Arhgef1,43092,39245,57266.5,34388.83,33348.5,42037
Arhgef10,676,733.5,477.5,459,296.5,270.5
Arhgef10l,9512.33,7150.83,12026.5,13350.67,14860.5,13496.5
Arhgef11,3890.5,3574,5505.5,3972,3803.5,4993
Arhgef12,5190.5,5765.5,5369,4514.5,4562.5,10144
Arhgef15,8.5,19,24,6,11,11
Arhgef16,0,0,1,1,0,4
Arhgef17,4,4,7,12,27,9
Arhgef18,4956,4938.5,5928,4825.5,2838,3851.5
Arhgef19,10,12,11.5,9,13,18.5
Arhgef2,9685,8022.5,12491.33,10334.5,16571,11982
Arhgef25,0,2,0.5,7,3,5.5
Arhgef26,0,1,5,4,7.5,6.5
Arhgef28,11,9,15,5.5,20,16
Arhgef3,10589.5,11133.33,11968.33,5909.5,6107.5,7428.5
Arhgef33,721.5,627.5,908.5,717,935.33,904.5
Arhgef37,2910,2694,4552,2178,1475,740.5
Arhgef38,3.5,5,4,0,4,3
Arhgef39,622.5,603.5,648,228.5,167.5,433
Arhgef4,99,120.83,180.5,96.33,85.83,148.5
Arhgef40,73.5,86,163,48,56.5,75
Arhgef5,546,568,350,360,222,859
Arhgef6,7778,8126,10471,9785,7480,8826
Arhgef7,6780,4854,9063.5,6058,7531.5,6836
Arhgef9,6,19,21,17,17,42
Arid1a,10906,9178,14053.33,9276.83,10624.5,10584.33
Arid1b,5379,4750,6972.5,5533,5776,6396
Arid2,3276.5,2888.5,4129,3351.5,4020,4178
Arid3a,5180,3832.33,8538.5,3268,2965,1609.5
Arid3b,705,618,798,669,639,733
Arid3c,1,2.5,0,0,1,5
Arid4a,6673.5,5953,6814.5,6441.5,3634.5,4377.5
Arid4b,2851.5,2544.5,3017,3108,3680,3758.5
Arid5a,3058,2085,3449,5541,8186,9730
Arid5b,1651.5,1530,2438.5,2292,6478.5,3461.5
Arih1,9170.5,7417.83,10185,11687.83,16536,14459.5
Arih2,3126,2510,3977,5302,7983.5,5116.5
Ark2c,5,4,5,3.5,4,0
Ark2n,1521.5,1256,1748,1654.5,2120.5,1952
Arl1,4148,3531,4207,3821,4623.5,4271.5
Arl10,1906.5,1939,3075,1726.5,1840.5,1526
Arl11,1385,1415.33,2138,744,416,667
Arl13a,1,1,3,2,0,0
Arl13b,993,900.5,1124,1236.5,1578,1331
Arl14,1,0,1,0,0,0
Arl14ep,1566,1406,2081,980,1433,1508
Arl14epl,0,1,0,0,1,0
Arl15,918.5,915.5,1026.5,1030.5,1199,1179.5
Arl16,518.5,428.5,628,344.5,373,369
Arl2,453.83,360,452.33,298.33,316,401.5
Arl2bp,1968,1598.5,2565.5,1770,1293.5,1384
Arl3,1208.5,1028,1248,1062,1105.5,1236
Arl4a,678,680,617,665,939,768
Arl4aos,4,0,1,2,0,1
Arl4c,6038,4738,8847,10750,8282,9467
Arl4d,478,427,265,79,51.5,115
Arl5a,3700,3701,4484.33,4236,6207,4738
Arl5b,731,716,1007,12114.5,11414,5481
Arl5c,1198,1076,1738.5,3805,11809.5,2978.5
Arl6,181.5,163.5,182,113.5,114.33,143
Arl6ip1,18486,15811,18087.5,13918.5,12852,13936
Arl6ip4,2826,2137,2575,1963,1842,1879
Arl6ip5,8650,6923,9501,6880,6733,6378
Arl6ip6,1834,1513.5,1755.5,1576,1564.5,1329.5
Arl8a,7670,5789.83,8824.5,10592,14702.5,13373.5
Arl8b,3994.5,3222.83,4358.67,4689.33,5743.33,5074.83
Arl9,2059.33,1583.5,2019.83,1935.33,2194.83,1899.5
Armc1,2522,2048,2982.5,1882,1759,1812
Armc10,1982.33,1934,2063,1190,799,963
Armc12,0,0,0,2.5,4,0
Armc2,962,1398.5,797,422.5,101.5,706.5
Armc3,278,266,303,300,210,295
Armc5,2438.5,1812.83,2843.5,2120.5,2991,2083.83
Armc6,629.5,490,598.5,382.5,629,670.5
Armc7,2151,1658,3208.33,1567.5,1929.5,1573
Armc8,2808.75,2805.83,2871.5,1976.5,1673,1906
Armc9,276,250,418.5,248.5,256.5,331
Armcx1,1,1,4,3,10,2
Armcx2,80,61,78,98,110,84
Armcx3,534,408.5,661.5,946,1373,1156.5
Armcx4,2.5,0,4,2,22,10
Armcx5,227.83,199.67,299.33,239.17,275.33,272.33
Armcx6,12,13,14,19,17,35
Armh1,14,19,17,8.5,6,9.5
Armh2,38,47,52,22.5,84,46
Armh3,1350,1162,1701,1232,1252,1276
Armh4,3.5,0.5,1.5,0.5,1.5,0
Armt1,1309,1116.5,1428.5,889.5,1071,1188
Arnt,4819.5,3983,6007,5717.5,6317.5,6636
Arnt2,3.33,6,1,2.17,4.33,1.83
Arpc1a,6237.5,5373.5,6248.5,5907,6182,6288.5
Arpc1b,104266,78174.5,115574,97897.5,94425,76532.5
Arpc2,62139.5,45778.5,66795.5,58190.5,57867.5,46142.5
Arpc3,20669.33,13835,22527,21624.5,23333.5,18533
Arpc4,26322,20046,28207,23718.5,22826.5,18258
Arpc5,39850.5,32024,43338,40120.33,41768,34289
Arpc5l,2351,2048,2287.5,1712,2185,1980
Arpin,125.5,129,96,87.5,107.5,203.5
Arpp19,2682.5,2294,2550.33,2184.5,2288.5,2088
Arpp21,6,2,1,6,2,6.5
Arr3,1,0,0,1,2,2
Arrb1,17084,17630.33,18767.5,14721.5,10672,14863.17
Arrb2,21075.5,20541,27494.5,15832.83,11401.5,15272.33
Arrdc1,4087,3523,5656,3355.5,3680.5,3250.5
Arrdc2,740,692,1221,354,506,452
Arrdc3,4943,6012,7299.33,1081,978,1365.33
Arrdc4,1130,1146,1237,1985,2302,2132
Arrdc5,0,0,0,0,0.5,1
Arsa,9272.5,7398,8202.5,6672,5523.5,8679.33
Arsb,2479.5,2552,4054,3283,2819,3432
Arsg,5283.83,4712.33,7422,4727.17,3500.33,6470.17
Arsi,157.5,188.5,144.5,96,43,61
Arsj,1,0.5,0,0.5,0,0
Arsk,1225,1161.5,1724,1169,1154.5,1289
Art1,767.5,551.5,713,1413.5,1836,1550.5
Art2a,778.67,656,1575.58,1504.75,3527,1958.08
Art2b,28.83,23.83,25.92,27.58,22.17,19.42
Art3,125.5,75.5,42.5,923.17,880,269.33
Art4,4,5,1,1,5,8
Art5,0,0,0,1,3,1
Artn,2,0,6,0,7,4
Arv1,386,333.5,514.83,343,631,653.5
Arvcf,442.33,365.5,511,384.5,306,505
Arx,2,0,0,1,0,0
Arxes1,0,0,0,0,0,0
Arxes2,1,0,0,0,1,0
As3mt,966.5,871,1081,937,761,957
Asah1,19724,17544,24164.5,21428.5,19844.5,19358.5
Asah2,1054.5,1126,1007.5,1356.5,1157,1844
Asap1,9782.5,9015,14586,9737,10217.5,9195.5
Asap2,340,289,348,334,470.5,505.5
Asap3,8,0,18,3.5,7,6
Asb1,800,727,890,879,864,1063
Asb10,3,2,2,1,1,3
Asb11,5,5,9,12,19,37
Asb12,1,0,0,2,5,4
Asb13,863,804,820,806,696.5,1004
Asb14,84,90,109,84,164,198
Asb15,1,0,0,1,2,1
Asb16,13.5,8,13,15.5,9,5
Asb17,0,0,0,1,0,1.5
Asb17os,0,0,0,0,0,0.5
Asb18,3,3,0,1,1,0
Asb2,32,23,37,10.5,21,23
Asb3,1012.33,911,1133.83,841.5,744,856.5
Asb4,690.5,450.5,993.5,704.5,524,916
Asb5,4.5,5.33,6.5,5,12.33,6.5
Asb6,1710,1217.5,2165,1418,2567,2047
Asb7,946,874,1101,481,566,747
Asb8,2299,1941,2599,1515,1720,1904
Asb9,0,0,0,0,2,1
Ascc1,1751,1444,1756,1363.5,1121,1171
Ascc2,3930,2895,4481.5,3386,4024,3947.5
Ascc3,2409,2162,3363.5,2874,3573,3331
Ascl1,0,0,0,0,0,0
Ascl2,337,371,231,65,24,41
Ascl3,7,3,8,10,8,10.5
Ascl4,0,0,0,0,0,2
Ascl5,1,0,0,0,0,0
Asdurf,589,458,616,418.5,426,416.5
Asf1a,318,248.5,329,198,252.5,234.5
Asf1b,1898,1412,1573,900.33,829,1300
Asgr1,0.33,0,0.33,0,2,1
Asgr2,59.5,67,62,71.5,82,42.5
Ash1l,3734.5,3619.5,4673.5,4364,6639.75,7632
Ash2l,3715,2872.83,3956,2689.33,2473.5,2716.5
Asic1,172,148,193,104.5,92,105
Asic2,14.33,13,9,29.33,33.5,10.5
Asic3,3.5,1,5,2,4,5
Asic4,0,0,0,0,0,3
Asic5,10,7,6.5,5,5,10
Asl,1664,1440,2027,1857,1753,1764
Asmt,13,11,28,21,29.33,44
Asns,79,23,45,52,60,59
Asnsd1,4719.5,4256,4864.5,3052.5,2688,2949.5
Aspa,3238,2771,2390,3635,3783,10053
Aspdh,0,0,0,0,0,2
Aspg,0,0,0,0,0,0
Asph,5108.5,4568.5,6142,5975.5,6695.5,8474.5
Asphd1,7,7,9.5,7,11,14
Asphd2,0,1,0,1,1,1
Aspm,1918,1783,1658,962,800,2400
Aspn,2.5,3.5,3,0.5,7.5,4.5
Asprv1,56,12,65,40,308,40
Aspscr1,3796.5,3036,4737,2899.5,3003.5,2810.5
Asrgl1,504,461,466.5,345,247,487.5
Ass1,662,365,931,481,632,422
Aste1,396,370.5,459,487.5,647,792
Astl,0,1,0,0,38,1
Astn1,4,1.5,4,2.5,9,1.83
Astn2,467,411,479.5,235.5,269.5,379
Astx5,0,0,0,0,0,0
Astx6,0,0,0,0,0,0
Asxl1,5944.5,5496,8017.5,4227.5,5902,6429.5
Asxl2,2087.5,1867,3109.5,2128.5,2898,3088.33
Asxl3,10,6,0,3,5,4
Asz1,337.5,457,234,221,115,570
Atad1,3522,3088.5,3807,3536,3790.5,3294.5
Atad2,3310,2786.5,3636.5,1969,2042,2742
Atad2b,3005,2800,4115,3299.5,3355,2974
Atad3a,2547.5,1753,2948,2133,3568,3269
Atad3aos,14,9,17,10,9,9
Atad5,647.5,551,795,312,512,474
Atat1,351,289,609.5,414.83,928.5,777
Atcay,5.33,6,2,3.5,3.5,6
Atcayos,3.83,5.5,0,2,4,2.83
Ate1,2858.5,2502,3338,2497,2297,2519.5
Atf1,3646,2910.5,3734.5,3058,3644,3603
Atf1-ps,5,2,2,2,2,2
Atf2,2938.5,2731,3584,3097.5,3985.33,3728.5
Atf3,3354,3129,3420,7821,7144.5,11952
Atf4,8497,5972,7606.5,12308.5,14129,13405
Atf5,1285.5,944.67,1126.33,1100,1181.16,1223
Atf6,5851,5260.5,7168.5,8362,8099.5,7061.5
Atf6b,5767,4841,5822,5014,5188,4635
Atf7,4480,4110.5,5875,4531,4322,5578.5
Atf7ip,6980,6422,8732,4543,4557,5546.5
Atf7ip2,3,2,1.33,1,4.17,2.5
Atg10,384,327,332.5,378.83,346,380.5
Atg101,3371,2651,3272,3006,1682,1913.5
Atg12,2328,2269,2641,1860,2017,2030
Atg13,3508,2875,3745,3317,2737,2634
Atg14,1005.5,1025,1355,587,544,598
Atg16l1,2300.67,1976,3126.83,2132.17,2804.5,2926.5
Atg16l2,552,463,643,880.33,1811,1316
Atg2a,4748.33,3936,7533,6760.83,6435,6239.5
Atg2b,2031,1643,2673,2088,2328,2571
Atg3,6064,4573.5,5747,5123.5,5808,5530.5
Atg4a,1017.5,766.5,1062.5,788.5,1072.5,1279.5
Atg4b,2839,2247,3277.5,2425.5,2674,2828
Atg4c,2628,2486,3486.5,2566,2157.5,2383
Atg4d,4594.5,3325.5,4643.5,2661,2810.5,3152.5
Atg5,2565,2105.5,2593.5,1977.5,1967,1724.5
Atg7,8200.5,6705.5,9638,6626.5,6508.5,7435
Atg9a,4711,3579.5,6039.5,4814.5,6169,4144.5
Atg9b,333.5,275,431.5,448.5,291,261
Atic,8981,5643.5,8431,5741.5,5692.5,5164.5
Atl1,59,35.83,58.5,62,70,73.33
Atl2,1705,1503,1867,3054,3384,3068
Atl3,8897,8218.5,11987.5,8496,9434,8624
Atm,1504,1240,1589.33,1282,1194,1565
Atmin,4950,4370,6772.83,4756.83,2601.67,3931.17
Atn1,3313,2647.5,4190.5,3646.67,4363.5,4159.5
Atoh1,0,0,0,1,0,0
Atoh7,0,0,0,0,0,0
Atoh8,42.5,42,17,17,26.5,38
Atosa,1324,1650.5,2480.33,1168,450,765.5
Atosb,6437.5,5254,8076,5827.5,9046,7616.5
Atox1,5753,4415,5988,6229,7078,4903
Atp10a,1526,1429.5,1420.5,1429,1394,1879.5
Atp10b,13.5,11,7.5,4,6,8
Atp10d,2428,2739,3436,2867.5,4258.33,3339
Atp11a,3871,3389,5684,3988.5,6353.83,5729.5
Atp11b,3664,3121,4571.5,4367,5158,4079
Atp11c,5860,6134,8122.5,6927,8000,9757.5
Atp12a,0,0,0,2,2,0
Atp13a1,5426,3984,6869,5270.5,6201.5,5740.5
Atp13a2,16253,14445.5,27148,15323,11902,12933
Atp13a3,6908.5,6376.5,8902.5,10866.5,15885,13611
Atp13a4,9,7,4,8,17,14
Atp13a5,4,1,1.5,1,2,1
Atp1a1,92162,56642,100128.5,100600.5,107856.5,103875.5
Atp1a2,0.83,1.5,0.33,0.5,1.33,1.33
Atp1a3,62020,55229.5,69961,47481.5,32930.5,35609.5
Atp1a4,2.5,1,1,1,3,4.5
Atp1b1,68,72,56.5,43.5,72,41.5
Atp1b2,7,4,4.33,4,7,14.5
Atp1b3,32050.5,25841,34031.5,42653,40849.5,35087
Atp1b4,3,2,4.5,2,4,8
Atp23,420,308,440.5,172.5,150,204.5
Atp2a1,66.17,69,124.5,45,84.5,55.5
Atp2a2,20373,13950.33,25357.5,29449.5,46907,35793
Atp2a3,17564.5,16464.5,15290,16238.5,10658,24024
Atp2b1,25851,23557,28352,40394.33,58955.5,57627
Atp2b2,55,53.5,130,27,24,14
Atp2b3,2,3,1.5,2,4.5,2
Atp2b4,859.5,560.5,2458.5,1314.5,5101,1965.5
Atp2c1,9612,8822.5,11841,8582.5,9255,9005.5
Atp2c2,2,2.5,3,5,1.5,8
Atp4a,5,1,6,6,3,5
Atp4b,2,0,1,2,2,0
Atp5f1a,46121.5,34293,43463.83,37543,34792.5,33875
Atp5f1b,47522,34089,43114.33,40007.5,40878,35738.5
Atp5f1c,9279,7757,9375,8569,8154.5,7745
Atp5f1d,11820,9031,11092,11713.5,10599.5,9285.5
Atp5f1e,8127,7407,6359,5574,7029,5059
Atp5if1,5221,3805,4569,3730,3681,3813.5
Atp5mc1,2551,1595,2247,2074,2246,1727
Atp5mc2,1740,1350,1707,1543.5,1609,1715
Atp5mc3,11484,8114,9625,8915,9025.5,7392
Atp5me,2815,1818.5,2404,1961,2012.5,1640
Atp5mf,7416,5657,6353,5075.5,5410.5,4349
Atp5mg,798,657,779,872.5,1331,1052
Atp5mj,3428,3060.5,2816,2517,2986,2186
Atp5mk,1739.5,1649,1661.5,1416,2208.5,1468
Atp5pb,11655,8501,10100,9072,9477,8092
Atp5pd,7378,6580,7034,6002.5,5902,5350
Atp5pf,7036,5172.33,6224.5,5589,6234.5,5028.5
Atp5po,8596,6184,7790,6684,6772,5779
Atp6ap1,26145,18812,30991,23392.83,25019,21973
Atp6ap1l,1,0,0,1,0,0
Atp6ap2,9536,7281,10275,11146,12628,11208
Atp6v0a1,7453.5,5832.5,12241,8079.5,8693,7719
Atp6v0a2,4770,3860,5307,4306.5,4276,4333
Atp6v0a4,2.5,0.5,0,1,1.5,1.5
Atp6v0b,6760.5,5637,7621.5,6600.5,8797.33,7772
Atp6v0c,10495,7075,12303.5,15782.5,19846,18848.5
Atp6v0c-ps2,40,27,49,52,76.5,57.5
Atp6v0d1,11924.5,8773,13634,13543.17,15456.83,14149
Atp6v0d2,96,73,395,236,240,173
Atp6v0e,10399.5,7615.33,10055,9123.5,9613.5,8729.5
Atp6v0e2,18,13,15,12,15,27
Atp6v1a,11455.5,9061.5,14146,13790.5,18447,19267.5
Atp6v1b1,2.5,0,0.33,0.33,0,1
Atp6v1b2,25383,22676.5,28219.5,22024,22293.5,20262.33
Atp6v1c1,4095.5,3327,4865.5,5993,8276.5,7418.25
Atp6v1c2,23,11,18,20,44.5,41.5
Atp6v1d,4276,3134,4398,4731.5,5853,5462.5
Atp6v1e1,10424,8180,10693,13410,16818.5,12050.5
Atp6v1e2,0,1,0,1,2,1
Atp6v1f,5135.5,3985.5,4652.5,4551,4498,4104
Atp6v1g1,4338,3235,4301,3836,4681.5,3797.5
Atp6v1g2,331.5,324.5,637.5,266.5,351,316.83
Atp6v1g3,0,0,0,0,1,0
Atp6v1h,3926,3039,3923,4517,6452,5593
Atp7a,2504.5,2467.5,4103.5,4419,5152.5,4621
Atp7b,11,5,3,7,7,14
Atp8a1,8217,7803.5,10631.5,9616.5,12449.5,10662
Atp8a2,25.5,23.5,23,19,26,17
Atp8b1,18,13,19,98,331.5,266.5
Atp8b2,3461,2896,4779,2602,2778.5,2022.5
Atp8b3,3,3,2,2.5,0,7
Atp8b4,5572,4797.5,10479.5,6524,11400,6085
Atp8b5,39,38,21.83,27,15.5,49
Atp9a,120,129,158,229,73,129
Atp9b,4929,4406,5945.5,4562,5883,5345
Atpaf1,353.5,287,363,216,221,281
Atpaf2,1544.5,1181.5,1654,1109,1206,1287
Atpsckmt,1017,873,1218,755,1108,1144
Atr,795.5,719,1096,681.5,1058,1045.5
Atraid,2207,1978,2370.5,1714.5,1546,2127
Atrip,406.33,320.5,483.17,380.33,553.33,506
Atrn,1918.5,1769.5,2753,1833,2349,2694.33
Atrnl1,5435.5,5710.5,9490.5,6494,7933.5,6266.5
Atrx,7121,7317.5,9165.5,8870,9203.5,10689.5
Atxn1,1919,1942,2454,1748,2230,3071.5
Atxn10,2262,1807,2527,2344,1888,2022
Atxn1l,4364.33,3683.33,5419,4921,5712.83,5453
Atxn2,3557,2859,4648.5,3989.5,4466.5,5142.5
Atxn2l,13480.5,10190.5,18128.83,14091.33,20547.83,19799
Atxn3,4725,4136,6027.5,4235,4577,3736
Atxn7,2091,2078,2918,3237.5,4202,4158
Atxn7l1,2950.5,2566,3596,3286,3832.5,3193.5
Atxn7l1os2,949.5,930,1330.5,1112.5,868,841
Atxn7l2,275.5,270,369,312,279,331
Atxn7l3,6314.5,5071.5,6985,6166,6468.33,5976.5
Atxn7l3b,6800,5899,7120.5,6069,6606,5463
Auh,1688.5,1332.5,1895,2097,2447.83,2634
Aunip,184,129.5,139,53,52,83
Aup1,10776.5,8467,12443.5,10508.5,10251,8963.5
Aurka,1570,1227.5,1181.5,818.5,672.5,1158
Aurkaip1,3740,2535,3261,2630,2648.5,2336
Aurkb,3476,2860,3101,1784,1323,2412
Aurkc,0,0,1,1,1,0
Auts2,89.5,80,92,74.5,152.5,209.5
Aven,1165,975.33,1103,776,929,671
Avil,39,30,51,45,42,69
Avl9,1618,1646,2209,2337,2632,2923
Avp,0,0,0,0,0,0
Avpi1,777,587,793,3493,3226.5,2895
Avpr1a,1,0,1,0,0,3
Avpr1b,0,0,0,0,0,0.5
Avpr2,152,106,277.5,156.5,153.5,118.5
Awat1,0,0,0,0,0,1
Awat2,15,18,23,9.5,16,18.5
Axdnd1,26.83,33,28.5,41,32.5,54
Axin1,4925,4212,5442,3664,3966,3870
Axin2,118.5,111.5,72,37.5,22.5,69
Axl,14562,15047,8918,19498.5,12583,14536
Aym1,0,0,0,0,0,0
Azgp1,0,0,0.5,0,1,0
Azi2,4677.66,3951,5539.33,4441.5,5874.5,4954.66
Azin1,5527.5,3902,6087.5,8633.5,13157,10821
Azin2,101.5,98.5,153,83,63,74
B020004C17Rik,0,0,0,0,0,0
B020011L13Rik,3,1,0,1,3,1
B020014A21Rik,0,0,0,0.5,1,0
B020018J22Rik,0,0,0,0,1,2
B130006D01Rik,5,3,7,5,6,14
B130024G19Rik,0,2,0,3,1,0
B130034C11Rik,19,29,66,16,38,39
B130055M24Rik,98,88,140.5,107.5,266,273.5
B230110C06Rik,0,0,0,0,1,0
B230110G15Rik,0,0,0,0,0,0.5
B230112J18Rik,0,0,1,0,0,0
B230118I11Rik,14,16,25,10,35,22
B230119M05Rik,0,0,0,0,0,0
B230206H07Rik,0,1.5,0,0.33,2,2.5
B230206L02Rik,7,9.5,8.5,8.5,13,16.5
B230208B08Rik,0,1,0,0.5,0,0
B230208H11Rik,49,50,100.5,24.5,22.5,15
B230209E15Rik,0,0,0.5,1,1,0.5
B230214G05Rik,1,0,0,2,2,0
B230216N24Rik,18.5,16,31,40.5,216.5,92.5
B230217C12Rik,38,20,40,34,25,14
B230217O12Rik,42,34,70.5,18,43.5,41.5
B230219D22Rik,4828,4877,7447,5923,7008,6202.5
