gene,SRR13422665,SRR13422666,SRR13422667,SRR13422668,SRR13422669,SRR13422670,SRR13422671,SRR13422672
2310003N18Rik,0,0,0,0,0,0,0,0
2310005A03Rik,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0
2310008N11Rik,0,0,0,0,0,0,0,0
2310009B15Rik,300,300,274,373,331,598,242,466
2310010J17Rik,228,165,200,261,123,203,121,194
2310011J03Rik,364,331,229,398,258,575,327,417
2310015A10Rik,100,61,51,139,105,112,74,132
2310015A16Rik,0,0,0,0,0,0,0,0
2310015D24Rik,0,0,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0
2310016D23Rik,5,0,3,0,0,1,0,8
2310016G11Rik,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0
2310022A10Rik,724,692,509,758,601,846,477,730
2310022B05Rik,295,375,299,409,351,506,229,546
2310026I22Rik,0,0,0,0,0,0,0,0
2310030A07Rik,0,0,0,0,0,0,4,0
2310030G06Rik,41,16,11,25,3,5,0,17
2310033P09Rik,625,510,432,636,455,717,388,831
2310034C09Rik,0,0,0,0,0,0,0,0
2310034G01Rik,19,17,5,17,4,33,15,22
2310034O05Rik,3,4,3,10,0,0,0,6
2310039H08Rik,156,122,138,216,117,205,121,265
2310039L15Rik,0,0,0,0,0,0,0,0
2310040G24Rik,35,43,61,49,85,143,36,88
2310043L19Rik,0,0,0,0,0,4,0,0
2310043M15Rik,0,7,0,0,3,9,3,1
2310043O21Rik,0,0,0,0,0,0,0,0
2310047D07Rik,1,5,11,20,8,12,28,3
2310047K21Rik,48,51,34,52,35,58,25,52
2310057J18Rik,0,0,0,0,0,0,0,0
2310057M21Rik,207,200,182,265,222,354,183,324
2310057N15Rik,0,0,0,0,0,0,0,0
2310058D17Rik,16,10,5,11,9,28,1,8
2310058N22Rik,65,71,66,105,52,92,75,107
2310061I04Rik,176,192,157,257,155,361,160,345
2310061N02Rik,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0
2310067E19Rik,11,18,2,2,11,0,2,2
2310068J16Rik,18,23,14,30,3,19,11,22
2310069B03Rik,0,2,5,0,1,6,2,11
2310069G16Rik,0,0,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0
2310075K07Rik,16,5,3,7,9,6,4,9
2310079G19Rik,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0
2400006E01Rik,0,0,0,0,0,0,0,0
2410002F23Rik,70,100,85,159,91,137,88,141
2410003I16Rik,9,9,3,1,11,14,6,5
2410003L11Rik,0,0,0,12,0,3,2,4
2410004B18Rik,303,316,215,413,247,419,222,412
2410004I01Rik,0,0,0,0,0,0,0,0
2410004P03Rik,14,8,2,15,11,7,0,6
2410006H16Rik,1598,1199,1461,2256,1601,1808,1240,2560
2410012E07Rik,0,0,0,0,0,2,0,3
2410017I17Rik,0,0,0,0,0,0,0,0
2410018L13Rik,0,3,0,1,0,5,0,0
2410021H03Rik,0,0,0,0,0,0,0,0
2410022M11Rik,95,76,77,141,109,138,75,135
2410080I02Rik,7,14,4,11,5,0,1,11
2410124H12Rik,0,0,0,0,0,0,0,0
2410137M14Rik,0,0,0,0,0,0,0,0
2500002B13Rik,44,18,28,36,35,41,20,47
2500004C02Rik,54,44,23,34,31,55,13,46
2510002D24Rik,286,325,233,308,283,432,270,492
2510003B16Rik,6,0,2,1,0,11,3,11
2510009E07Rik,1260,1000,937,1162,1240,1792,1002,1773
2510022D24Rik,320,272,245,296,156,216,152,203
2510039O18Rik,1376,1261,1178,1521,1807,2817,1431,2315
2600006K01Rik,2,4,9,0,3,3,4,5
2600014E21Rik,0,0,0,3,0,0,0,2
2610005L07Rik,0,5,1,11,0,1,0,0
2610008E11Rik,99,69,100,163,86,157,100,164
2610016A17Rik,0,0,0,0,0,0,0,1
2610017A05Rik,5,4,4,4,0,0,1,0
2610020C07Rik,10,13,4,11,9,26,8,15
2610024D14Rik,3,16,16,22,7,4,4,22
2610027F03Rik,2,0,0,0,0,0,0,0
2610027K06Rik,0,0,0,0,0,0,0,0
2610028E06Rik,0,0,0,0,0,0,0,3
2610028H24Rik,1,0,0,1,0,0,0,0
2610029K11Rik,13,10,14,10,6,10,7,11
2610035D17Rik,78,69,62,107,56,134,60,106
2610035F20Rik,0,0,0,0,0,0,0,0
2610037D02Rik,0,0,0,0,0,0,1,1
2610042L04Rik,0,0,0,0,0,0,0,0
2610203C22Rik,40,33,42,39,80,180,78,147
2610206C17Rik,3,1,0,0,0,1,0,0
2610300M13Rik,0,0,2,0,0,0,0,5
2610306M01Rik,13,20,29,47,35,47,27,44
2610307P16Rik,0,6,1,4,0,7,6,0
2610316D01Rik,0,0,0,0,0,0,0,0
2610318M16Rik,0,0,0,0,0,0,0,0
2610318N02Rik,4,6,5,1,12,25,3,25
2610507I01Rik,408,343,384,554,420,483,404,593
2610524H06Rik,181,185,138,200,175,403,159,268
2610528J11Rik,0,0,0,0,0,0,0,0
2700003A03Rik,0,0,0,0,4,0,0,0
2700012I20Rik,41,45,36,9,39,42,21,19
2700038G22Rik,5,17,18,23,9,19,16,26
2700046A07Rik,0,0,0,0,0,0,0,0
2700049A03Rik,199,154,154,196,163,182,149,255
2700054A10Rik,6,5,1,6,4,0,1,3
2700062C07Rik,119,74,81,111,70,161,55,134
2700068H02Rik,0,0,0,0,0,0,0,0
2700069I18Rik,0,0,0,0,0,0,0,1
2700070H01Rik,25,35,15,17,18,20,3,4
2700089I24Rik,0,0,3,0,0,0,0,0
2700097O09Rik,120,120,92,106,85,155,120,175
2700099C18Rik,27,22,20,26,59,122,74,92
2810001A02Rik,508,437,348,738,421,742,339,657
2810001G20Rik,58,39,39,48,41,49,26,42
2810002D19Rik,104,116,108,128,98,153,112,233
2810004N23Rik,795,854,777,889,950,1697,1052,1554
2810013P06Rik,302,271,308,394,261,297,189,328
2810021J22Rik,78,55,67,76,45,70,51,72
2810025M15Rik,298,348,310,350,520,806,320,684
2810029C07Rik,0,0,0,7,0,3,2,0
2810030D12Rik,0,0,0,0,0,0,0,0
2810032G03Rik,0,0,0,0,3,0,0,3
2810039B14Rik,4,0,2,0,0,4,2,0
2810047C21Rik1,0,0,0,0,0,0,0,0
2810048H02Rik,0,0,0,0,0,0,0,0
2810049E08Rik,0,0,0,0,0,0,0,0
2810403D21Rik,14,26,4,44,16,22,20,18
2810404M03Rik,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0
2810405F17Rik,18,14,6,21,13,14,13,11
2810407A14Rik,0,0,0,0,0,0,0,0
2810408A11Rik,0,0,0,15,0,4,0,4
2810408B13Rik,8,0,1,4,0,1,6,8
2810408I11Rik,6,8,18,4,25,93,31,86
2810414N06Rik,16,27,26,46,35,41,22,35
2810425M01Rik,0,0,0,0,0,0,0,0
2810429I04Rik,0,0,0,0,4,2,0,0
2810433D01Rik,0,1,0,0,0,2,0,0
2810442N19Rik,0,4,0,0,0,0,0,2
2810449D17Rik,14,24,20,35,18,20,9,21
2810454H06Rik,58,27,27,28,24,28,16,28
2810459M11Rik,0,0,0,0,0,0,0,1
2810471M01Rik,0,0,0,0,0,0,0,0
2900005J15Rik,33,49,30,35,47,84,24,33
2900009J06Rik,0,0,2,0,2,8,0,9
2900024J01Rik,7,0,0,5,0,3,1,0
2900026A02Rik,22,38,9,35,57,74,50,94
2900040C04Rik,0,0,0,0,0,0,0,0
2900041M22Rik,0,0,0,0,0,8,1,0
2900052L18Rik,35,16,49,42,45,26,30,27
2900052N01Rik,0,0,0,0,0,0,0,0
2900057B20Rik,0,0,0,0,0,0,0,0
2900060B14Rik,328,363,426,694,1027,373,901,879
2900060L22Rik,8,0,0,0,6,6,3,0
2900060N12Rik,0,0,0,0,0,0,1,0
2900076A07Rik,76,59,87,101,63,49,39,84
2900079G21Rik,0,0,0,0,0,0,0,0
2900089D17Rik,35,17,19,36,33,44,9,28
2900092C05Rik,0,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0,0
2900093K20Rik,105,127,95,95,104,108,117,135
3000002C10Rik,0,13,9,14,3,12,4,14
3010001F23Rik,0,0,5,0,0,0,0,0
3010003L21Rik,13,14,19,32,15,16,14,24
3100003L05Rik,0,0,0,0,0,0,0,0
3110004A20Rik,0,0,0,0,0,0,0,0
3110006O06Rik,3,3,0,0,5,8,1,14
3110009E18Rik,121,100,101,133,91,117,41,115
3110009F21Rik,0,0,0,0,0,3,0,0
3110015C05Rik,0,0,0,0,0,0,0,0
3110021A11Rik,12,22,11,13,15,18,13,9
3110039M20Rik,0,0,0,0,4,4,5,4
3110040M04Rik,0,0,0,0,0,0,0,0
3110040N11Rik,285,216,169,244,172,281,188,308
3110045C21Rik,6,9,4,8,11,9,0,1
3110053B16Rik,25,35,23,30,10,25,11,22
3110056K07Rik,25,28,20,24,32,19,24,32
3110067G11Rik,0,1,0,0,0,0,0,0
3110070M22Rik,3,5,1,27,4,0,1,13
3110082I17Rik,245,235,172,223,398,574,303,436
3110082J24Rik,0,0,0,0,0,0,0,0
3110083C13Rik,12,17,17,3,6,9,2,8
3110099E03Rik,0,0,0,0,0,0,0,0
3200001D21Rik,0,0,0,0,0,0,0,0
3222401L13Rik,124,125,75,126,164,132,96,186
3300002A11Rik,0,0,0,0,0,0,0,0
3300002I08Rik,163,149,141,202,216,239,203,352
3300002P09Rik,8,3,15,19,5,50,10,19
3300002P13Rik,0,0,1,0,0,0,0,0
3300005D01Rik,41,11,11,16,25,28,8,19
3425401B19Rik,0,0,5,0,0,9,1,5
3632454L22Rik,0,0,0,1,4,0,0,0
3830403N18Rik,64,74,40,37,86,106,45,30
3830408C21Rik,0,0,4,0,0,4,0,0
3830432H09Rik,0,0,0,0,0,0,0,0
3930402G23Rik,0,2,0,0,0,2,0,0
4122401K19Rik,0,8,2,4,6,11,9,6
4631405J19Rik,0,0,0,0,0,0,0,0
4632404H12Rik,29,35,24,42,27,42,25,40
4632415L05Rik,283,292,407,441,407,321,251,406
4632427E13Rik,0,0,0,0,2,15,6,3
4632428C04Rik,0,0,0,1,0,0,0,0
4732414G09Rik,0,0,0,0,0,0,0,0
4732416N19Rik,0,0,0,5,0,0,0,0
4732419C18Rik,2,1,0,0,0,2,0,0
4732440D04Rik,21,23,19,52,25,10,16,32
4732465J04Rik,0,0,0,0,0,0,0,0
4732471J01Rik,16,4,21,7,11,13,9,18
4732490B19Rik,0,0,0,0,0,0,0,0
4732491K20Rik,1,15,7,24,10,9,12,16
4732496C06Rik,1,0,2,0,2,13,8,9
4831407H17Rik,0,0,4,0,5,9,6,2
4831440D22Rik,0,0,0,0,0,0,0,0
4831440E17Rik,114,85,59,144,42,31,30,74
4833407H14Rik,0,0,3,5,7,15,15,21
4833411C07Rik,0,0,0,0,1,1,2,3
4833412C05Rik,3,3,0,0,0,0,0,0
4833413N01Rik,0,0,0,0,0,0,0,0
4833415N18Rik,0,0,3,0,1,0,1,5
4833417C18Rik,8,26,16,36,10,10,13,10
4833418N02Rik,11,17,11,16,13,13,7,20
4833419F23Rik,43,34,40,33,17,46,23,31
4833420G17Rik,606,584,509,675,535,767,522,717
4833422C13Rik,13,10,0,11,0,0,0,6
4833422M21Rik,0,0,0,0,0,0,0,0
4833427F10Rik,0,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0,0
4833438C02Rik,181,154,185,224,131,170,101,198
4833439F03Rik,0,0,0,0,0,0,0,0
4833439L19Rik,627,505,473,685,558,889,466,843
4833447I15Rik,5,0,0,0,0,0,0,0
4921504A21Rik,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0
4921507G05Rik,0,1,2,1,0,0,0,1
4921508D12Rik,0,0,0,0,0,0,0,0
4921509C19Rik,0,0,0,0,0,0,0,0
4921509O07Rik,0,0,0,0,0,0,0,0
4921511C10Rik,0,0,0,0,3,0,0,5
4921511C20Rik,0,0,0,0,0,0,0,0
4921511I17Rik,0,0,0,0,0,0,0,0
4921513H07Rik,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,0,0,0,0,0,0
4921515E04Rik,0,0,0,0,0,0,0,0
4921515G04Rik,5,0,2,0,0,0,0,0
4921517D16Rik,0,6,5,1,0,2,1,2
4921517D22Rik,0,0,0,0,0,0,0,0
4921518K17Rik,0,0,0,0,0,0,0,0
4921522P10Rik,5,4,4,0,10,13,1,7
4921524J17Rik,186,222,281,410,326,506,339,441
4921524L21Rik,0,0,0,0,0,0,0,0
4921525D07Rik,0,0,0,0,0,0,0,0
4921525O09Rik,0,0,0,0,0,0,2,0
4921528I07Rik,0,6,0,5,5,7,5,2
4921529L05Rik,0,0,0,0,0,0,0,1
4921531C22Rik,176,108,78,203,72,126,90,160
4921531P14Rik,0,0,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0,0,0
4921536K21Rik,0,0,0,6,1,5,4,0
4921539E11Rik,0,0,0,0,0,0,0,0
4922502B01Rik,0,0,0,0,0,0,0,0
4922502H24Rik,0,0,0,0,0,0,0,0
4922502N22Rik,0,0,0,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0
4930402D18Rik,0,0,0,0,0,0,0,1
4930402F06Rik,0,0,0,0,0,0,0,0
4930402F11Rik,0,0,0,0,0,0,0,0
4930402K13Rik,0,0,0,0,0,0,0,0
4930403D09Rik,0,0,0,0,0,0,0,0
4930404A05Rik,0,0,0,0,0,0,0,0
4930404H11Rik,0,0,0,0,0,0,0,0
4930404H24Rik,0,0,1,1,0,0,0,0
4930404I05Rik,12,0,0,0,0,0,0,0
4930404I20Rik,0,0,0,0,0,0,0,0
4930404K13Rik,0,0,0,0,0,0,0,0
4930405A10Rik,0,0,0,0,0,0,0,0
4930405A21Rik,7,1,0,9,0,11,0,5
4930405D01Rik,0,0,0,0,0,0,0,0
4930405D11Rik,0,0,0,0,0,0,0,1
4930405H06Rik,0,0,0,0,0,0,0,0
4930405J17Rik,0,0,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0,0,0
4930405O22Rik,0,0,0,9,0,0,0,0
4930406D18Rik,0,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0,0,0
4930407I02Rik,0,0,0,0,0,0,0,0
4930407I10Rik,0,0,0,0,0,0,0,0
4930407I19Rik,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,0,0
4930412C18Rik,2,1,14,24,9,3,9,6
4930412E21Rik,0,0,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0,0,0
4930412M03Rik,5,0,1,7,4,8,6,0
4930413E15Rik,0,0,0,0,0,0,0,0
4930413E20Rik,0,0,0,0,0,0,0,0
4930413F20Rik,0,0,0,0,0,0,0,0
4930413G21Rik,0,0,0,3,0,1,4,5
4930413M19Rik,0,0,0,0,0,0,0,0
4930414F18Rik,0,0,0,0,0,0,0,0
4930414N06Rik,0,0,0,0,0,0,0,0
4930417H01Rik,0,0,0,0,0,0,0,0
4930417O13Rik,0,0,0,0,0,0,0,0
4930417O22Rik,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0
4930420G21Rik,0,0,0,0,0,0,0,0
4930422I22Rik,0,2,0,0,0,0,2,0
4930422M22Rik,0,0,0,0,0,0,0,0
4930423B08Rik,0,0,0,0,0,0,0,0
4930423D24Rik,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0
4930424E08Rik,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0,0,0
4930425L21Rik,0,0,0,0,0,0,0,0
4930425O10Rik,0,0,0,0,0,0,0,0
4930426D05Rik,10,0,8,7,5,3,6,22
4930426I24Rik,0,0,5,0,2,3,13,1
4930426L09Rik,23,11,11,16,11,5,3,9
4930428D20Rik,0,0,0,0,0,0,0,0
4930428E07Rik,0,0,0,0,0,0,0,0
4930428G15Rik,0,0,0,0,0,0,0,0
4930428O21Rik,0,0,0,0,0,0,2,0
4930429B21Rik,0,0,4,1,2,0,0,1
4930429C20Rik,0,0,0,0,0,0,0,0
4930429D17Rik,0,0,0,0,0,0,0,0
4930429F11Rik,0,0,0,0,0,0,0,2
4930429F24Rik,3,0,0,0,0,10,0,0
4930429H19Rik,0,0,0,0,0,0,0,0
4930429P21Rik,0,0,0,0,0,0,0,0
4930430E12Rik,394,292,308,403,452,753,433,421
4930430F21Rik,0,0,0,0,0,0,0,0
4930430J02Rik,0,0,0,0,0,0,0,0
4930431F10Rik,0,0,0,0,0,0,0,0
4930431F12Rik,0,0,0,0,0,0,0,0
4930431P03Rik,16,2,8,7,2,2,2,16
4930431P19Rik,56,66,64,64,44,51,27,99
4930431P22Rik,0,0,0,0,0,0,0,0
4930432E11Rik,0,0,0,0,0,0,0,0
4930432J09Rik,7,2,11,5,32,28,17,68
4930432L08Rik,0,0,0,0,0,0,0,0
4930432M17Rik,0,0,0,0,0,0,2,0
4930432O09Rik,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0,0
4930434B07Rik,0,0,0,0,0,0,0,0
4930434J06Rik,0,0,0,0,0,0,0,0
4930434J08Rik,507,434,466,533,354,184,180,284
4930435F18Rik,0,0,0,0,0,0,0,0
4930437M23Rik,0,0,0,0,0,0,0,0
4930438A08Rik,0,0,0,0,0,0,0,0
4930438E09Rik,0,0,0,0,0,0,0,0
4930439A04Rik,0,0,0,0,0,0,0,0
4930439D14Rik,0,0,0,0,0,0,5,0
4930440C22Rik,0,0,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,2,0,2,0
4930441H08Rik,0,0,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0,0,0
4930442E04Rik,0,0,0,0,0,0,0,0
4930442J19Rik,0,0,0,0,0,0,0,0
4930442L01Rik,0,0,0,0,0,0,0,0
4930443O20Rik,0,0,0,0,0,0,0,0
4930444A19Rik,0,0,0,0,0,0,0,0
4930444F02Rik,0,0,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,0
4930445E18Rik,1,3,1,0,3,1,1,3
4930445K14Rik,37,17,11,27,9,61,25,37
4930445N06Rik,0,0,0,0,0,0,0,0
4930445N08Rik,0,0,0,0,0,0,0,0
4930445N18Rik,0,1,3,1,0,0,0,0
4930447A16Rik,0,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,1,2,0
4930447F24Rik,0,2,0,0,0,1,0,0
4930447J18Rik,0,0,0,0,0,0,0,0
4930447K03Rik,5,6,13,8,11,18,14,31
4930447M23Rik,0,2,3,0,0,0,1,5
4930447N08Rik,0,0,0,0,0,0,0,0
4930448C13Rik,0,0,0,0,0,0,0,0
4930448E22Rik,0,0,1,0,0,0,0,0
4930448F12Rik,0,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0
4930448I18Rik,0,0,0,0,0,0,0,0
4930448K20Rik,0,0,0,0,0,0,0,0
4930449C09Rik,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0,0,0
4930449E18Rik,0,0,0,8,0,0,0,0
4930449I24Rik,0,0,0,0,0,0,0,0
4930451E10Rik,0,0,0,0,0,0,0,0
4930451I11Rik,0,0,3,0,0,0,0,0
4930452A19Rik,0,0,0,0,0,0,0,0
4930452G13Rik,0,0,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0,0,0
4930453H23Rik,0,0,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0,0,0
4930453N24Rik,458,397,449,480,372,600,349,549
4930455B14Rik,0,0,0,0,0,0,0,0
4930455C13Rik,0,0,0,0,0,0,0,0
4930455D15Rik,0,0,0,0,0,6,0,0
4930455F16Rik,0,0,0,0,0,0,1,0
4930455G09Rik,735,694,422,775,835,1381,619,1247
4930455H04Rik,0,0,0,0,0,0,0,0
4930455J16Rik,0,0,0,0,0,0,0,0
4930456A14Rik,13,8,5,14,7,2,5,5
4930456L15Rik,0,0,0,0,0,0,0,0
4930458A03Rik,0,0,0,0,0,0,0,0
4930458D05Rik,0,0,0,0,0,2,1,8
4930459C07Rik,0,0,0,0,0,0,0,0
4930459L07Rik,0,0,0,0,0,0,0,0
4930461C15Rik,0,0,0,0,0,0,0,0
4930461G14Rik,0,0,0,0,0,0,0,0
4930463O16Rik,0,0,0,0,0,0,0,0
4930465K10Rik,0,0,0,0,0,0,0,0
4930465M20Rik,0,0,0,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0,0,0
4930467J12Rik,0,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0
4930469K13Rik,0,0,0,0,0,0,0,0
4930470B04Rik,0,0,0,0,0,0,0,1
4930470G03Rik,0,0,0,6,0,0,0,0
4930470H14Rik,0,0,0,0,0,0,0,0
4930470O06Rik,0,0,0,0,0,0,0,0
4930470P17Rik,0,0,0,0,0,0,0,0
4930471C04Rik,0,0,0,0,0,0,0,0
4930471E19Rik,0,0,0,1,0,2,0,0
4930471G03Rik,0,0,0,0,0,0,0,0
4930471G24Rik,0,0,0,0,0,0,0,0
4930471L23Rik,0,0,0,0,0,0,0,0
4930471M09Rik,0,0,0,0,0,0,0,0
4930473A02Rik,0,0,2,0,0,0,0,2
4930473H19Rik,0,0,0,0,0,0,0,0
4930473O22Rik,0,0,0,0,0,0,0,0
4930474G06Rik,0,0,0,0,0,0,0,0
4930474H20Rik,0,0,0,0,0,0,0,0
4930474M22Rik,0,0,0,0,0,0,0,0
4930474N05Rik,0,0,0,0,0,0,0,0
4930474N09Rik,0,0,0,0,0,0,0,0
4930477N07Rik,0,0,0,0,0,0,0,0
4930478L05Rik,0,0,0,0,0,0,5,0
4930478P22Rik,0,0,0,0,0,0,0,0
4930479D17Rik,0,0,0,0,0,0,0,0
4930479H17Rik,0,0,0,0,0,0,0,0
4930480E11Rik,0,0,0,0,2,0,0,0
4930480G23Rik,2,0,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,0
4930480K23Rik,9,1,3,11,16,7,13,10
4930480M12Rik,0,0,0,0,0,0,0,0
4930481A15Rik,16,33,31,46,5,14,21,18
4930481B07Rik,7,11,5,27,5,16,18,6
4930482G09Rik,0,0,0,0,0,0,0,0
4930483J18Rik,7,0,0,2,1,0,0,2
4930483K19Rik,0,0,0,0,0,0,0,0
4930483O08Rik,0,0,0,0,0,0,0,0
4930484H19Rik,6,0,0,0,0,0,0,0
4930486F22Rik,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0
4930486L24Rik,19,42,31,34,123,133,77,123
4930487D11Rik,0,0,0,0,1,0,0,0
4930487H11Rik,0,0,0,0,0,0,0,0
4930488B22Rik,0,0,0,0,0,0,0,0
4930488L21Rik,0,0,0,0,0,0,0,0
4930488N24Rik,0,0,0,0,0,0,0,0
4930500A05Rik,0,0,0,0,0,0,0,0
4930500F04Rik,0,0,0,0,0,0,0,0
4930500F10Rik,4,1,3,1,3,4,0,3
4930500G05Rik,0,0,0,0,0,0,0,0
4930500H12Rik,0,0,0,0,0,0,0,0
4930500L23Rik,0,0,0,0,0,0,0,0
4930502A04Rik,0,0,0,0,0,0,0,0
4930502C15Rik,2,4,10,3,1,2,0,3
4930502E09Rik,0,0,0,0,4,0,2,1
4930503E14Rik,0,0,0,0,0,0,0,0
4930503E24Rik,0,0,0,0,0,0,0,0
4930503F20Rik,0,0,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0
4930503L19Rik,213,202,152,191,211,376,188,352
4930503O07Rik,0,0,0,0,0,0,0,0
4930504C09Rik,0,0,0,0,0,0,0,0
4930504D19Rik,0,0,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,0,0,0,3
4930505G20Rik,0,0,0,0,0,0,0,0
4930505K13Rik,0,0,0,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,0,0,0
4930505M18Rik,0,0,0,0,0,0,0,0
4930505N22Rik,1,0,0,0,0,0,1,1
4930505O20Rik,0,0,0,0,0,0,0,0
4930506A18Rik,0,0,0,0,0,0,0,0
4930506C21Rik,5,0,0,0,0,0,0,0
4930507D05Rik,0,0,0,0,0,0,0,0
4930507D10Rik,0,0,0,0,0,0,0,0
4930509E16Rik,0,8,2,5,0,0,3,2
4930509G22Rik,1,0,0,1,2,0,1,5
4930509J09Rik,0,0,0,0,0,0,0,0
4930509K18Rik,0,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0,0
4930511A08Rik,0,0,0,0,0,0,0,0
4930511E03Rik,0,0,0,0,0,0,0,0
4930511M06Rik,13,0,0,3,0,0,2,3
4930512B01Rik,0,0,0,0,0,0,0,0
4930512H18Rik,0,0,0,0,0,0,0,0
4930512J16Rik,0,1,8,2,0,0,4,0
4930512M02Rik,0,0,0,0,0,0,0,0
4930513D17Rik,0,0,0,0,0,0,0,0
4930513L16Rik,0,0,0,0,0,0,0,0
4930513N10Rik,8,6,2,5,10,3,4,0
4930513O06Rik,0,0,0,0,0,0,0,0
4930515B02Rik,0,0,0,0,0,0,0,0
4930515G01Rik,0,0,0,0,0,0,0,0
4930515G16Rik,0,0,0,0,0,0,0,0
4930515L03Rik,0,0,0,0,0,0,0,0
4930515L19Rik,0,0,0,0,0,0,0,0
4930517E11Rik,0,0,0,0,0,0,0,0
4930517G24Rik,0,0,2,0,0,3,0,5
4930517M08Rik,0,0,0,0,0,0,0,0
4930517O19Rik,0,0,0,0,0,2,4,1
4930518C04Rik,2,5,2,7,8,14,7,3
4930518J21Rik,0,0,0,0,0,0,0,0
4930518P08Rik,0,0,0,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0,0,0
4930519F09Rik,0,0,0,0,0,0,0,0
4930519F16Rik,0,0,0,0,11,11,0,3
4930519F24Rik,0,0,0,0,0,0,0,0
4930519G04Rik,0,1,0,0,0,3,0,0
4930519H02Rik,0,0,0,0,0,0,0,0
4930519K11Rik,0,0,0,0,0,0,0,0
4930519L02Rik,0,0,0,0,0,0,0,0
4930520E11Rik,37,27,28,43,13,40,26,21
4930520O04Rik,0,0,0,0,0,1,0,0
4930520P13Rik,0,0,0,0,0,0,0,1
4930521E06Rik,0,0,0,0,0,0,0,0
4930521O11Rik,0,0,0,0,0,0,0,0
4930521O17Rik,0,0,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0,0,0
4930522L14Rik,161,83,84,155,156,193,125,222
4930522O17Rik,0,0,0,0,0,0,0,0
4930522P08Rik,6,0,0,2,6,0,0,3
4930523C07Rik,161,100,130,177,131,154,148,257
4930523O13Rik,0,0,0,0,0,0,0,0
4930524B15Rik,0,0,5,0,0,0,0,0
4930524B17Rik,0,0,0,0,0,0,0,0
4930524C18Rik,0,0,0,0,0,0,0,0
4930524J08Rik,34,21,37,47,37,72,38,100
4930524O05Rik,0,0,0,0,0,0,0,0
4930524O08Rik,0,0,0,0,0,0,0,0
4930525C09Rik,0,0,0,0,0,0,0,0
4930525D18Rik,0,0,1,2,0,1,1,4
4930525G20Rik,0,0,2,5,0,14,3,0
4930526F13Rik,0,0,0,0,0,0,0,0
4930526H09Rik,0,0,0,0,0,0,0,0
4930526I15Rik,181,230,206,335,222,191,168,239
4930526L06Rik,0,0,0,0,0,0,0,0
4930527A07Rik,0,0,0,0,0,0,0,0
4930527F14Rik,0,0,0,0,0,0,0,0
